BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
magre,solid satin round neck womens top - natural,"Large,Medium,Small,X-Small",1790,1163,35% off,Westernwear
vero moda,printed viscose v neck womens top - green,"Large,Medium,Small,X-Large,X-Small",2499,1749,30% off,Westernwear
crimsoune club,skinny ankle length cotton blend womens jeans - pink,"26,28,30,32,34",1999,1799,10% off,Westernwear
soie,soft cotton regular fit womens sleep t-shirt - orange,"Large,Medium,X-Large,XX-Large",590,442,25% off,Westernwear
magre,stripes cotton round neck womens top - pink,"Large,Medium,Small,X-Small",1790,1074,40% off,Westernwear
proline,solid skinny fit polyester stretch womens activewear tights - black,Large,1399,979,30% off,Westernwear
stop,jacquard open neck acrylic womens poncho - blue,"Large/X-Large,Small/Medium",2299,1149,50% off,Westernwear
faballey,floral collared neck cotton womens pyjama set - black,"Medium,Small,X-Small",2400,1200,50% off,Westernwear
zink london,solid polyester key hole neck womens top - green,"Large,Medium,Small,X-Large",1499,1199,20% off,Westernwear
crimsoune club,skinny regular cotton womens jeans - blue,"28,30,32,34",1899,949,50% off,Westernwear
spykar,stripes cotton round neck womens t-shirt - peach,"Large,Medium,Small,X-Large",1199,839,30% off,Westernwear
spykar,printed cotton round neck womens t-shirt - black,"Large,Medium,Small,X-Large",1199,839,30% off,Westernwear
faballey,striped collared neck cotton womens pyjama set - blue,Small,2400,1200,50% off,Westernwear
vero moda,printed cotton round neck womens  t-shirts - white,"Large,Medium,Small,X-Large,X-Small",2299,1379,40% off,Westernwear
vero moda,printed cotton round neck womens  t-shirts - white,"Large,Medium,Small,X-Large,X-Small",1299,909,30% off,Westernwear
zink london,solid high neck acrylic womens sweaters - maroon,"Large,X-Large",2799,1119,60% off,Westernwear
lovegen,stone wash collared neck cotton womens casual wear jacket - light blue,"Large,Medium",2499,1249,50% off,Westernwear
zink london,printed rayon square neck womens straight fit top - multi,"Large,Medium,Small,X-Small",1499,599,60% off,Westernwear
adidas,solid polyester crew neck womens t-shirt - white,"Large,Medium,Small,X-Large,X-Small",2699,1889,30% off,Westernwear
allen solly,solid viscose round neck womens top - peach,"Large,Medium,Small,X-Large,X-Small,XX-Large",1899,1139,40% off,Westernwear
magre,solid satin regular womens top - maroon,"Medium,Small,X-Small",1990,796,60% off,Westernwear
zink london,printed polyester off shoulder womens tops - black,"Large,Medium,Small,X-Large",1699,679,60% off,Westernwear
faballey,floral georgette v neck womens dress - green,"Large,Medium,Small,X-Large,X-Small",2100,1680,20% off,Westernwear
dolce crudo,womens we own the pearl jeggings - navy,28,2299,919,60% off,Westernwear
crimsoune club,womens pink solid shorts - pink,"30,32,34,36",1499,899,40% off,Westernwear
samshek,printed square neck polyester womens bodycon dress - multi,"4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",1890,1701,10% off,Westernwear
gipsy,solid round neck cotton womens sweatshirt - magenta,Medium,1995,1396,30% off,Westernwear
crimsoune club,printed cotton blend round neck womens t-shirt - black,"Large,Medium,Small,X-Large,XX-Large",1049,839,20% off,Westernwear
samshek,solid polyester square neck womens regular top - mustard,"4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",1990,1393,30% off,Westernwear
crimsoune club,solid cotton blend regular fit womens casual shorts - natural,"26,28,30,32",1999,1599,20% off,Westernwear
spykar,printed cotton blend round neck womens regular t-shirt - red,"Large,Medium,Small,X-Large",1299,909,30% off,Westernwear
crimsoune club,skinny ankle length cotton blend womens jeans - white,"26,28,32",2199,1539,30% off,Westernwear
dolce crudo,"solid hoody reversible, single jersey womens casual jacket - maroon",X-Small,2799,1119,60% off,Westernwear
and,floral round neck linen womens casual dress - maroon,10,2999,2099,30% off,Westernwear
indya,womens printed a-line tunic - blue,X-Small,2200,1100,50% off,Westernwear
magre,printed rayon v neck womens top - natural,"Large,Medium,Small,X-Small",1790,1074,40% off,Westernwear
allen solly,stripes viscose v neck womens top - light blue,"Large,Medium,Small,X-Large,X-Small,XX-Large",1899,1139,40% off,Westernwear
stop,solid rayon collar neck womens casual tunic - navy,"XL,Large,Medium,Small,XX-Large",999,499,50% off,Indianwear
infuse,printed round neck cotton flex womens gather dress - green,"Large,Medium,Small,X-Small,XX-Large",1199,479,60% off,Indianwear
kashish,solid viscose blend straight fit womens festive pants - steel,Small/Medium,799,399,50% off,Indianwear
juniper,printed rayon mandarin womens kurta palazzo set - green,"Large,Medium,Small,X-Large,XX-Large",2999,899,70% off,Indianwear
kashish,embroidered viscose blend round neck womens festive set - green,"Large,Medium,Small,X-Large,X-Small,XX-Large",3499,1749,50% off,Indianwear
juniper,printed rayon round neck womens peplum tunic - black,Large,1599,479,70% off,Indianwear
kashish,embroidered viscose blend round neck womens festive set - sage,"Large,Medium,Small,X-Large,X-Small,XX-Large",2499,1249,50% off,Indianwear
kashish,embroidered viscose blend mandarin womens festive set - peach,"Large,Medium,Small,X-Small,XX-Large",2799,1399,50% off,Indianwear
stop,printed rayon poly round neck womens calf length kurta - rust,"S,M,L,XL,X-Small,XX-Large",1199,599,50% off,Indianwear
infuse,solid mandarin viscose womens calf length kurta - gold,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
kashish,embroidered viscose blend round neck womens calf length kurta - black,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
juniper,printed mandarin neck rayon womens flared dress - burgundy,"Large,Medium,Small,X-Large,X-Small",2499,999,60% off,Indianwear
infuse,printed rayon crape round neck womens pin tuck top - olive,"Large,Medium,Small,X-Large,X-Small",699,349,50% off,Indianwear
kashish,embroidered viscose blend round neck womens straight kurta - green,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
kashish,embroidered viscose blend round neck womens straight kurta - mustard,"Large,Medium,Small,X-Large,X-Small,XX-Large",1599,799,50% off,Indianwear
stop,printed flex regular fit womens kurta - pink,"S,X-Small",1199,599,50% off,Indianwear
infuse,printed viscose full length womens palazzo - peach,"Large,Medium,Small,X-Large",1099,549,50% off,Indianwear
sanaa,stripes rayon blend collar neck womens kurti - navy,"Large,Medium,Small",1599,799,50% off,Indianwear
infuse,printed rayon crape round neck womens pin tuck top - red,"Small,X-Small",699,349,50% off,Indianwear
kashish,embroidered viscose blend round neck womens straight kurta - sage,"Large,Medium,Small,X-Large,X-Small,XX-Large",1599,799,50% off,Indianwear
stop,printed cambric mandarin womens calf length kurta - yellow,"S,M,L,X-Large,X-Small",1499,749,50% off,Indianwear
varanga,printed cotton round neck womens straight fit kurta - navy,"Large,Medium,Small,X-Large,XX-Large",2999,749,75% off,Indianwear
infuse,printed shirt collar rayon womens shirt dress - black,"Large,Medium,Small,X-Small,XX-Large",1999,599,70% off,Indianwear
stop,printed flex regular fit womens kurta - blue,"S,M,X-Large,X-Small",1199,599,50% off,Indianwear
kashish,embroidered mandarin viscose blend womens kurta palazzo set - green,"Large,Medium,Small,X-Large,X-Small,XX-Large",2799,1399,50% off,Indianwear
myshka,printed round neck womens kurti - multi,"Medium,Small,X-Large",2999,749,75% off,Indianwear
ziyaa,floral round neck crepe womens ethnic set - black,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1982,792,60% off,Indianwear
stop,solid calf length casual wear kurta - grey,"S,M,L,X-Large,X-Small",1099,549,50% off,Indianwear
stop,printed cambric mandarin womens calf length kurta - rust,"S,L,X-Large,X-Small",1499,749,50% off,Indianwear
kashish,solid viscose blend straight fit womens festive pants - gold,Small/Medium,799,399,50% off,Indianwear
infuse,solid mandarin viscose womens calf length kurta - magenta,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
stop,printed cotton flex mandarin womens calf length kurta - mouse,"S,M,L,X-Large,X-Small",1199,599,50% off,Indianwear
infuse,printed viscose full length womens palazzo - blue,"Large,Medium,Small,X-Large",1099,549,50% off,Indianwear
haute curry,solid round neck regular womens tunics & tops - pink,"Large,Medium,Small,X-Large,XX-Large",999,499,50% off,Indianwear
myshka,printed cotton round neck womens kurta palazzo set - yellow,"Large,Medium,Small",4299,644,85% off,Indianwear
infuse,printed round neck regular fit womens tunic - multi,"Large,Medium,Small,X-Large,X-Small,XX-Large",1499,749,50% off,Indianwear
kashish,embroidered viscose blend mandarin womens festive set - light blue,"Large,Medium,Small,X-Large,X-Small,XX-Large",2499,1249,50% off,Indianwear
stop,printed cambric mandarin womens calf length kurta - mustard,"S,M,L,X-Large,X-Small,XX-Large",1499,749,50% off,Indianwear
stop,printed cambric mandarin womens calf length kurta - navy,"S,X-Small",1199,599,50% off,Indianwear
stop,printed rayon round neck womens calf length kurta - grey,"S,M,L,X-Large,X-Small,XX-Large",1199,599,50% off,Indianwear
stop,printed rayon mandarin womens calf length kurta - off white,"S,M,X-Large,X-Small",1199,599,50% off,Indianwear
juniper,embroidered cotton mandarin womens high low kurta - yellow,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,584,55% off,Indianwear
juniper,floral shirt collar cambric womens asymmetrical dress - natural,"Large,Medium,Small,X-Large,X-Small,XX-Large",2499,999,60% off,Indianwear
kashish,embroidered viscose blend round neck womens straight kurta - navy,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
kashish,embroidered viscose blend round neck womens calf length kurta - purple,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
juniper,printed chiffon round neck womens salwar kurta dupatta set - blue,"Large,Medium,Small,X-Large",4299,2149,50% off,Indianwear
ziyaa,floral round neck polyester womens ethnic set - blue,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2437,852,65% off,Indianwear
juniper,printed georgette round neck womens salwar kurta dupatta set - yellow,"Large,Medium,Small,X-Large",4199,2099,50% off,Indianwear
varanga,embellished v-neck cotton womens flared kurta - purple,"Medium,Small,X-Large,X-Small",7999,2399,70% off,Indianwear
myshka,printed organza v neck womens dress - brown,",Medium,Small,X-Large,XX-Large",3999,1399,65% off,Indianwear
infuse,printed round neck rayon womens gather dress - royal blue,"Large,Medium,Small,X-Large,X-Small",1199,479,60% off,Indianwear
juniper,printed rayon mandarin womens kurta palazzo set - indigo,"Large,Medium,Small,X-Large,XX-Large",2999,899,70% off,Indianwear
infuse,solid mandarin viscose womens calf length kurta - peach,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
kashish,embroidered viscose blend mandarin womens festive set - mint,"Large,Medium,Small,X-Large,X-Small,XX-Large",3299,1649,50% off,Indianwear
varanga,printed round neck modal womens straight kurta - mauve,"Large,Medium,Small",2999,749,75% off,Indianwear
stop,printed cambric mandarin womens calf length kurta - brown,"S,M,L,X-Large,X-Small",1499,749,50% off,Indianwear
stop,printed flex regular fit womens kurta - blue,"S,M,L,X-Large,X-Small",1199,599,50% off,Indianwear
stop,embroidered rayon womens full length palazzo - natural,"Large/X-Large,Small/Medium,XX-Large/XXX-Large",999,399,60% off,Indianwear
stop,solid straight fit cotton lycra womens casual wear pants - natural,"S,M,L,X-Small",899,359,60% off,Indianwear
stop,printed rayon mandarin womens knee length kurta - sky blue,"S,X-Small,XXX-Large",799,559,30% off,Indianwear
ziyaa,floral round neck rayon womens ethnic set - black,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2213,885,60% off,Indianwear
sanaa,solid rayon boat neck womens kurti - green,"Medium,Small",1599,799,50% off,Indianwear
juniper,checks georgette round neck womens flared dress - cream,"Large,Medium,Small,X-Large,X-Small",3299,989,70% off,Indianwear
indya,floral georgette round neck womens kurta - purple,"Large,Medium,Small,X-Small",3400,2720,20% off,Indianwear
stop,boat neck womens kurta - grey,"S,M,L,X-Large,X-Small",1199,599,50% off,Indianwear
kashish,embroidered viscose blend round neck womens festive set - grey,"Large,Medium,Small,X-Large,X-Small,XX-Large",2499,1249,50% off,Indianwear
biba,printed round neck cotton womens straight kurta - green,"32,34,36,42",1799,1079,40% off,Indianwear
kashish,embroidered viscose blend round neck womens straight kurta - natural,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
indya,embellished georgette v neck womens kurta - green,"Large,Medium,Small,X-Large,X-Small,XX-Large",3400,1700,50% off,Indianwear
juniper,printed georgette round neck womens high-low tunic - pink,"Large,Medium,Small,X-Large",1499,749,50% off,Indianwear
varanga,embellished mandarin cotton womens straight kurta - rust,"Large,Medium,Small,X-Large",2999,899,70% off,Indianwear
kashish,embroidered viscose blend mandarin womens festive set - peach,"Large,Medium,Small,X-Large,X-Small,XX-Large",2499,1249,50% off,Indianwear
kashish,embroidered viscose blend round neck womens festive set - fuchsia,"Large,Medium,Small,X-Large,X-Small,XX-Large",3499,1749,50% off,Indianwear
juniper,printed cotton mandarin womens a line tunic - green,"Large,Medium,Small,X-Large",1299,649,50% off,Indianwear
kashish,embroidered viscose blend round neck womens straight kurta - pink,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
juniper,embroidered silk blend mandarin womens regular fit kurta - peacock,"Large,Medium,Small,X-Large,XX-Large",3099,1239,60% off,Indianwear
stop,boat neck womens kurta - mustard,"S,M,L,X-Large,X-Small,XX-Large",1199,599,50% off,Indianwear
ziyaa,floral round neck crepe womens ethnic set - black,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2468,863,65% off,Indianwear
myshka,printed cotton round neck womens kurta palazzo set - green,"Large,Medium,Small,X-Large,XX-Large",2999,749,75% off,Indianwear
stop,printed rayon womens 3/4th sleeves kurta - rust,"S,M,L,X-Large,X-Small,XX-Large",1199,599,50% off,Indianwear
infuse,printed shirt collar cotton yarn dyed womens gather dress - charcoal,"Large,Medium,Small,X-Large,X-Small",1199,599,50% off,Indianwear
ziyaa,printed round neck polyester womens ethnic set - brown,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2195,878,60% off,Indianwear
stop,printed flex womens full length palazzo - off white,"2XL/3XL,Large/X-Large,Small/Medium",899,449,50% off,Indianwear
juniper,womens offwhite cotton voile embroidered straight kurta with lace hem - white,"Large,Medium,Small,X-Large,XX-Large",1699,849,50% off,Indianwear
juniper,printed rayon collar neck womens tiered dress - mustard,"Large,Medium,X-Large,XX-Large",1899,1329,30% off,Indianwear
stop,rayon womens 3/4th sleeves kurta - yellow,"S,M,L,XL,X-Small,XX-Large",1199,479,60% off,Indianwear
stop,printed knee length casual wear kurta - off white,"S,M,L,X-Large,X-Small",1499,749,50% off,Indianwear
juniper,printed rayon mandarin womens kurta palazzo set - blue,"Large,Medium,Small,X-Large,XX-Large",2999,899,70% off,Indianwear
juniper,printed cotton boat neck womens tiered top - green,"Large,Medium,Small,X-Large,XX-Large",3099,929,70% off,Indianwear
myshka,printed chambray v neck womens dress - brown,",Medium,Small,X-Large,XX-Large",3999,1199,70% off,Indianwear
infuse,printed viscose full length womens palazzo - maroon,"Large,Medium,Small,X-Large",1099,549,50% off,Indianwear
varanga,gotta patti embellished cotton v-neck womens regular fit kurta - black,"Large,Small,X-Large",1999,599,70% off,Indianwear
yuris,lace round neck cotton womens kurta palazzo set - green,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",3499,1399,60% off,Indianwear
varanga,printed round neck cotton womens ethnic set - blue,"Large,Medium,Small,X-Small",6999,2099,70% off,Indianwear
infuse,printed autoloom dobby butta mandarin neck womens high low tunic - orange,"Large,Medium,Small,X-Large,X-Small",999,399,60% off,Indianwear
juniper,embroidered georgette v neck womens clothing set - burgundy,"Large,X-Large",3499,1399,60% off,Indianwear
juniper,printed mandarin cotton womens peplum tunic palazzo set - red,"Large,Medium,Small,X-Large",4499,1349,70% off,Indianwear
stop,printed mandarin collar straight fit womens kurta - soft grey,"S,M,L,X-Large,X-Small,XX-Large,XXX-Large",799,399,50% off,Indianwear
haute curry,mandarin neck rayon regular womens dress - grey,"Large,Medium,Small,X-Small,XX-Large",1499,749,50% off,Indianwear
kashish,embroidered viscose blend round neck womens festive set - yellow,"Large,Medium,Small,X-Large,X-Small,XX-Large",3499,1749,50% off,Indianwear
kashish,embroidered viscose blend mandarin womens straight kurta - rose,"Large,Medium,Small,X-Large,X-Small,XX-Large",1999,999,50% off,Indianwear
kashish,embroidered viscose blend mandarin womens straight kurta - black,"Large,Medium,Small,X-Large,X-Small,XX-Large",1999,999,50% off,Indianwear
kashish,embroidered viscose blend round neck womens calf length kurta - purple,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
juniper,printed rayon round neck womens flared dress - peacock,"Large,Medium,Small,X-Large",2499,999,60% off,Indianwear
biba,printed round neck straight fit womens kurta - pink,"32,34,36,38,40,42",1299,779,40% off,Indianwear
juniper,printed round neck satin womens flared dress - maroon,"Large,Medium,Small,X-Large,X-Small",2799,979,65% off,Indianwear
yuris,bandhni cotton mandarin womens regular kurta - multi,"Large,Medium,Small,X-Large,XX-Large",1399,629,55% off,Indianwear
kashish,solid viscose blend straight fit womens festive pants - green,"2XL/3XL,Large/X-Large,Small/Medium",799,399,50% off,Indianwear
haute curry,solid & embroidered shirt collar regular womens tunics & tops - grey,"Large,Medium,Small,X-Large,X-Small,XX-Large",899,449,50% off,Indianwear
infuse,solid mandarin viscose womens calf length kurta - olive,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
yuris,stripes round neck cotton womens kurta set - multi,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",4299,1504,65% off,Indianwear
haute curry,printed rayon round neck womens regular top - navy,"Large,Medium,Small,X-Large,X-Small,XX-Large",899,449,50% off,Indianwear
juniper,embroidered cotton round neck womens flared dress - blush,X-Large,1899,1044,45% off,Indianwear
stop,printed rayon mandarin womens knee length kurta - navy,"S,M,L,X-Large,X-Small,XX-Large,XXX-Large",899,629,30% off,Indianwear
myshka,printed georgette round neck womens kurta palazzo set - red,",Medium,Small,X-Large,XX-Large",5999,1499,75% off,Indianwear
juniper,floral chiffon square neck womens flared dress - green,"Large,Medium,Small,X-Large",2999,899,70% off,Indianwear
juniper,embroidered chanderi round neck womens kurta palazzo set - red,"Large,Medium,Small,X-Large",4199,1679,60% off,Indianwear
yuris,printed v-neck cotton womens kaftan with trousers - multi,"Medium,X-Large,XX-Large",2799,1259,55% off,Indianwear
juniper,printed georgette round neck womens flared dress - multi,"Large,Medium,Small,X-Large",3099,1394,55% off,Indianwear
mothercare,printed rayon mandarin womens kurti - blue,"Medium,Small,X-Large,XX-Large",1399,699,50% off,Indianwear
kashish,embroidered viscose blend mandarin womens festive set - lime green,"Large,Medium,Small,X-Large,X-Small,XX-Large",2799,1399,50% off,Indianwear
kashish,embroidered viscose blend round neck womens calf length kurta - blue,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
juniper,floral round neck rayon womens a-line dress - green,"Large,Medium,Small,X-Large,X-Small",2499,999,60% off,Indianwear
kashish,embroidered viscose blend mandarin womens festive set - pink,"Large,Medium,Small,X-Large,X-Small,XX-Large",3299,1649,50% off,Indianwear
juniper,geometric rayon mandarin womens kurta palazzo set - peach,"Large,Medium,Small,X-Large",2999,899,70% off,Indianwear
jack and jones,pu regular slip on mens slides - white,"40,41,42,43,44,45",1499,1049,30% off,Indianwear
kashish,embroidered viscose blend mandarin womens festive set - yellow,"Large,Medium,Small,X-Large,X-Small,XX-Large",2799,1399,50% off,Indianwear
myshka,embroidered silk blend round neck womens kurta palazzo set - navy,"Medium,Small,X-Large,XX-Large",5999,1499,75% off,Indianwear
indya,shraddha kapoor for indya blush sequin strap crop top with attached dupatta - pink,"Large,X-Large,X-Small",1800,1440,20% off,Indianwear
infuse,solid mandarin viscose womens calf length kurta - natural,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
stop,womens printed knee length daily wear kurta - green,"S,X-Small",799,399,50% off,Indianwear
myshka,printed chanderi round neck womens kurta palazzo set - green,"Large,Medium,Small,XX-Large",4999,749,85% off,Indianwear
varanga,gotta patti printed silk v-neck womens regular fit kurta - pink,"Large,Medium,Small,X-Large,XX-Large",2799,839,70% off,Indianwear
haute curry,full length flex woven womens pants - grey,"Large,Medium,Small,X-Large",1299,649,50% off,Indianwear
varanga,embellished round neck cotton womens straight kurta - blue,"Large,Medium,Small,X-Large,XX-Large",2999,899,70% off,Indianwear
infuse,printed shirt collar rayon womens shirt dress - olive,"Medium,Small,X-Small",1199,479,60% off,Indianwear
aurelia,printed viscose round neck womens straight kurta - red,"Large,Medium,Small,X-Large,X-Small,XX-Large",1399,979,30% off,Indianwear
stop,mandarin collar womens kurta - mustard,"S,M,L,X-Large,X-Small,XX-Large",1199,479,60% off,Indianwear
haute curry,round neck cotton slub regular womens dress - peach,"Large,Medium,Small,X-Large,X-Small,XX-Large",1499,749,50% off,Indianwear
haute curry,embroidered flex collar neck womens casual tunic - mint,"Large,Medium,Small,X-Large,X-Small,XX-Large",899,449,50% off,Indianwear
kashish,embroidered viscose blend mandarin womens gathered kurta - rose,"Large,Medium,Small,X-Large,X-Small,XX-Large",1999,999,50% off,Indianwear
stop,printed cotton mandarin womens knee length kurta - sky blue,"S,M,L,X-Large,X-Small,XX-Large,XXX-Large",799,399,50% off,Indianwear
stop,solid flex womens full length palazzos - yellow,"Large/X-Large,Small/Medium,XX-Large/XXX-Large",799,319,60% off,Indianwear
juniper,printed rayon collar neck womens tiered dress - cream,"Large,Medium,Small,X-Large,XX-Large",3099,1549,50% off,Indianwear
stop,printed cotton mandarin womens knee length kurta - fuschia,"XL,Large,Medium,Small,X-Small,XX-Large,XXX-Large",899,629,30% off,Indianwear
stop,solid calf length casual wear kurta - dusty peach,"S,M,L,X-Large,X-Small,XX-Large",1099,549,50% off,Indianwear
infuse,printed v neck regular fit womens tunic - multi,"Large,Medium,Small,X-Large,X-Small,XX-Large",1799,899,50% off,Indianwear
stop,printed rayon round neck womens tunic - fuchsia,"XL,Large,Medium,Small,XX-Large",999,499,50% off,Indianwear
infuse,solid mandarin viscose womens calf length kurta - coral,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
infuse,printed rayon mandarin neck womens high low tunic - red,"Large,Medium,Small",999,399,60% off,Indianwear
kashish,embroidered viscose blend round neck womens a-line kurta - green,"Large,Medium,Small,X-Large,X-Small,XX-Large",2499,1249,50% off,Indianwear
infuse,solid rayon dobby mandarin neck womens high low tunic - coral,"Large,Medium,Small,X-Large,X-Small,XX-Large",999,399,60% off,Indianwear
infuse,solid mandarin viscose womens calf length kurta - charcoal,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
stop,printed cotton mandarin womens knee length kurta - indigo,"S,M,L,X-Large,X-Small,XX-Large,XXX-Large",799,559,30% off,Indianwear
kashish,embroidered viscose blend mandarin womens a-line kurta - sea green,"Large,Medium,Small,X-Large,X-Small,XX-Large",1999,999,50% off,Indianwear
kashish,embroidered viscose blend round neck womens festive set - natural,"Large,Medium,Small,X-Large,X-Small,XX-Large",3499,1749,50% off,Indianwear
ziyaa,floral round neck crepe womens ethnic set - pink,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2010,703,65% off,Indianwear
juniper,embroidered mandarin rayon womens kurta pant set - pink,"Large,Medium,Small,X-Large,XX-Large",2499,874,65% off,Indianwear
juniper,embroidered rayon round neck womens straight kurta - mustard,"Large,Medium,Small,X-Large",2599,779,70% off,Indianwear
yuris,ethnic motifs round neck cotton womens kurta set - multi,"Large,Medium,Small,X-Large,XX-Large",3999,1399,65% off,Indianwear
stop,printed mandarin collar straight fit womens kurta - green,"S,M,L,X-Large,X-Small,XX-Large,XXX-Large",799,399,50% off,Indianwear
biba,printed cotton v-neck womens salwar kurta dupatta set - coral,"32,34,36,38,40,42",3999,2799,30% off,Indianwear
biba,printed v neck cotton womens kurta palazzo - sky blue,"32,34,36,38,40,42",3599,2519,30% off,Indianwear
myshka,printed cotton square neck womens regular kurta - navy,"Large,Medium,Small,X-Large,XX-Large",2999,749,75% off,Indianwear
infuse,solid mandarin viscose womens calf length kurta - black,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
kashish,embroidered viscose blend mandarin womens ethnic set - yellow,"Large,Medium,Small,X-Large,X-Small,XX-Large",2999,1499,50% off,Indianwear
juniper,womens mint georgette printed anarkali kurta with poly crepe straight palazzo - mint,"Large,Medium,Small,X-Large,X-Small",4499,2249,50% off,Indianwear
stop,solid cotton lycra womens full length palazzos - navy,"Large/X-Large,Small/Medium,XX-Large/XXX-Large",999,399,60% off,Indianwear
kashish,embroidered viscose blend round neck womens straight kurta - peach,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
ziyaa,geometric round neck polyester womens ethnic set - cream,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2847,996,65% off,Indianwear
infuse,printed viscose full length womens palazzo - black,"Large,Medium,Small,X-Large",1099,549,50% off,Indianwear
kashish,embroidered viscose blend round neck womens straight kurta - pink,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
juniper,printed cotton v neck womens flared dress - purple,"Large,Medium,Small",2599,1299,50% off,Indianwear
ziyaa,floral mandarin crepe womens ethnic set - pink,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2990,1196,60% off,Indianwear
myshka,solid cotton round neck womens kurta palazzo set - navy,",Medium,Small,X-Large,XX-Large",3999,999,75% off,Indianwear
ziyaa,floral v-neck rayon womens salwar kurta and dupatta set - cream,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",4377,1750,60% off,Indianwear
juniper,printed cotton mandarin womens a line tunic - pink,"Large,Medium,Small,X-Large",1299,649,50% off,Indianwear
infuse,floral round neck regular fit womens tunic - pink,"Large,Medium,Small,X-Large,X-Small,XX-Large",1499,749,50% off,Indianwear
kashish,embroidered round neck straight fit womens kurta - maroon,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
kashish,embroidered viscose blend round neck womens festive set - blue,"Large,Medium,Small,X-Large,X-Small,XX-Large",3499,1749,50% off,Indianwear
ziyaa,floral polyester round neck womens straight kurta - peacock,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1987,794,60% off,Indianwear
stop,printed cotton womens 3/4th sleeves kurta - peach,"S,M,L,X-Large,X-Small,XX-Large",1499,749,50% off,Indianwear
infuse,solid mandarin viscose womens calf length kurta - sage,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
stop,printed cotton mandarin womens knee length kurta - olive,"XL,Large,Medium,Small,X-Small,XX-Large,XXX-Large",899,629,30% off,Indianwear
yuris,bandhni cotton round neck womens regular kurta - multi,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1399,629,55% off,Indianwear
stop,printed rayon round neck womens tunic - purple,"XL,Large,Medium,Small,XX-Large",999,499,50% off,Indianwear
kashish,embroidered viscose blend round neck womens straight kurta - off white,"Large,Medium,Small,X-Large,X-Small,XX-Large",1999,999,50% off,Indianwear
infuse,printed rayon mandarin neck womens high low tunic - blue,"Medium,Small",999,399,60% off,Indianwear
juniper,printed rayon round neck womens flared dress - mustard,"Large,Medium,Small,X-Large,XX-Large",2799,979,65% off,Indianwear
myshka,printed round neck womens tunic - off white,",Medium,Small,X-Large,XX-Large",1999,599,70% off,Indianwear
biba,printed v neck flared womens kurta - green,"36,38,40,42",1999,1199,40% off,Indianwear
stop,printed rayon v neck womens tunic - navy,"XL,Large,Medium,Small,XX-Large",999,499,50% off,Indianwear
varanga,printed cotton round neck womens regular fit kurta - mustard,"Large,Medium,Small,X-Large,XX-Large",2199,659,70% off,Indianwear
