BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
neerus,printed cotton round neck womens salwar kurta dupatta set - pistachio,"Large,Medium,X-Large,XX-Large",3499,2799,20% off,Indianwear
global desi,geometric viscose round neck womens a line top - dark blue,"Medium,Small,X-Small",1899,1519,20% off,Indianwear
haute curry,printed round neck rayon womens flared dress - blue,"Large,Medium,Small,X-Large,X-Small,XX-Large",1499,749,50% off,Indianwear
varanga,womens mandarin collar ethnic motifs kurta set - lavender,"Large,Medium,Small,X-Large,XX-Large",4399,2199,50% off,Indianwear
w,solid viscose regular fit womens casual parallel pants - black,"6,8,10,12,14,16",1799,1349,25% off,Indianwear
global desi,embroidered polyester v neck womens ethnic set - pink,"Medium,X-Small,XX-Large",4999,3249,35% off,Indianwear
myshka,printed crepe round neck womens kurta palazzo set - multi,",Medium,Small,X-Large,XX-Large",3999,1199,70% off,Indianwear
amukti,printed cotton womens kurta - natural,"Medium,XX-Large",1999,999,50% off,Indianwear
fusion beats,womens round neck printed top - navy,"Large,Medium,Small,X-Large,X-Small",1499,599,60% off,Indianwear
global desi,floral viscose round neck womens kurta - mustard,"XL,Large,Medium,Small,X-Small",2199,1099,50% off,Indianwear
indya,foil print regular fit georgette womens ethnic skirt - blue,X-Small,3600,1800,50% off,Indianwear
ziyaa,printed mandarin rayon womens salwar kurta and dupatta set - mustard,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",4417,1766,60% off,Indianwear
global desi,solid cotton collared neck womens kurta - maroon,"Large,Medium,Small,X-Small",1699,1104,35% off,Indianwear
stop,solid round neck flared kurta fit womens kurta - blue,"S,M,L,XL,X-Small,XX-Large",1499,749,50% off,Indianwear
w,solid round neck viscose womens kurta - light blue,6,2999,1499,50% off,Indianwear
janasya,cotton womens kurta - pink,"X-Large,XX-Large",1999,1099,45% off,Indianwear
ziyaa,floral rayon round neck womens straight kurta - green,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1598,639,60% off,Indianwear
indya,solid regular fit viscose womens casual pants - blue,"Medium,Small,X-Small",1200,600,50% off,Indianwear
juniper,printed rayon round neck womens flared dress - peach,"Large,Medium,Small,X-Large",2499,1249,50% off,Indianwear
varanga,womens key hole neck solid kurta set - fuchsia,"Large,X-Large",2999,1049,65% off,Indianwear
global desi,solid cotton round neck womens top - pink,"XL,Large,Medium,Small,XX-Large",2299,1609,30% off,Indianwear
neerus,embroidered cotton round neck womens above knee kurta - off white,X-Large,1499,749,50% off,Indianwear
ziyaa,printed round neck rayon womens ethnic set - black,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2697,1078,60% off,Indianwear
global desi,floral straight fit womens casual wear pants - blue,"XL,Large,Medium,Small,X-Small,XX-Large",1599,799,50% off,Indianwear
ziyaa,printed round neck polyester womens ethnic set - red,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",3051,1220,60% off,Indianwear
ziyaa,printed crepe round neck womens straight kurta - purple,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1477,590,60% off,Indianwear
global desi,womens tie up neck printed flared dress - red,"XL,Large,Medium,Small,X-Small",2699,1079,60% off,Indianwear
haute curry,yary dyed cotton womens casual gather dress - navy,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
aurelia,solid viscose mandarin neck womens above knee kurta - black,"Medium,Small,X-Large,X-Small,XX-Large",1399,699,50% off,Indianwear
yuris,floral cotton round neck womens kurta set - pink,"Medium,Small,XX-Large,XXX-Large",3999,1399,65% off,Indianwear
yuris,abstract cotton mandarin womens salwar suit - multi,"Large,Medium,Small",2999,1349,55% off,Indianwear
ziyaa,geometric mandarin rayon womens ethnic set - red,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2990,1345,55% off,Indianwear
myshka,solid cotton round neck womens kurta palazzo set - khaki,",Medium,Small,X-Large,XX-Large",3999,1199,70% off,Indianwear
yuris,printed round neck cotton womens kurta palazzo set - dark green,Small,3499,1399,60% off,Indianwear
yuris,printed cotton round neck regular fit womens kurta palazzo set - navy,"Large,Medium,Small,X-Large,XX-Large",2799,1259,55% off,Indianwear
yuris,zari work round neck cotton womens kurta palazzo set - multi,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",3999,1399,65% off,Indianwear
global desi,printed viscose round neck womens regular kurta - dark green,"XL,Large,Medium,Small",2599,1689,35% off,Indianwear
global desi,self design flared fit viscose rayon womens festive wear sharara - red,"Large,Medium,Small,XX-Large",2999,1499,50% off,Indianwear
kashish,embroidered silk blend womens full length palazzos - yellow,"Large/X-Large,Small/Medium",1499,749,50% off,Indianwear
global desi,womens viscose rayon mandarin collar kurta - aqua,"Large,X-Small",1999,1199,40% off,Indianwear
aurelia,dyed collared neck viscose womens straight fit dress - olive,"Large,Medium,Small,XX-Large",1999,1399,30% off,Indianwear
varanga,round neck womens kurta - green,"Large,Small,X-Large,XX-Large",2199,1099,50% off,Indianwear
kashish,embroidered mandarin neck a-line womens kurta - coral,"Large,Medium,Small,X-Large,X-Small,XX-Large",1999,999,50% off,Indianwear
varanga,maxi pure cotton womens ethnic skirt - black,"Large,Medium,Small,X-Large",2299,1149,50% off,Indianwear
varanga,printed round neck cotton blend regular fit womens ethnic set - pink,"Large,Small,XX-Large",4599,1609,65% off,Indianwear
varanga,round neck womens kurta - peacock,"Large,Small",1499,974,35% off,Indianwear
varanga,round neck cotton blend womens indian wear sets - blue,"Medium,XX-Large",2999,1499,50% off,Indianwear
juniper,abstract round neck chiffon womens flared dress - peach,"Large,X-Large,X-Small",3499,1924,45% off,Indianwear
amukti,solid rayon womens kurta - cream,"Medium,Small",999,499,50% off,Indianwear
aurelia,printed viscose round neck womens straight kurta - yellow,Small,1799,899,50% off,Indianwear
amukti,ankle length rayon womens kurta - grey,XX-Large,1599,799,50% off,Indianwear
janasya,womens rust art silk kurta with pant and dupatta (set224) - rust,XXX-Large,4299,1719,60% off,Indianwear
janasya,embroidered cotton flex round neck womens a-line top - blue,"X-Small,XXX-Large",1798,809,55% off,Indianwear
janasya,weaved cotton womens kurta - black,X-Small,1899,664,65% off,Indianwear
global desi,floral v-neck womens gown - pink mix,"XL,Medium,Small",2999,1949,35% off,Indianwear
fusion beats,womens mandarin neck perforated kurta - navy,"Large,Medium,XXX-Large",2299,919,60% off,Indianwear
indya,ethnic viscose round neck womens regular tunic - maroon,"Small,X-Small",2800,1400,50% off,Indianwear
aurelia,printed poly viscose womens ethnic set - blue,Small,3799,2659,30% off,Indianwear
varanga,wine zari and sequins work yoke straight kurta with 3/4th sleeves - purple,"Large,XX-Large",2599,1039,60% off,Indianwear
janasya,floral round neck regular fit womens kurta - blue,"Small,X-Small",1859,743,60% off,Indianwear
janasya,printed cotton flex round neck womens straight fit ethnic set - cream,"XX-Large,XXX-Large",2298,919,60% off,Indianwear
global desi,floral three-quarter sleeves womens regular length jumpsuit - coral,"Medium,X-Small",2399,1439,40% off,Indianwear
amukti,ankle length rayon womens kurta - orange,X-Large,1499,749,50% off,Indianwear
w,print viscose womens skirt - yellow,Medium,3999,2399,40% off,Indianwear
janasya,cotton slub womens top - maroon,"Large,X-Small",1299,649,50% off,Indianwear
global desi,floral viscose round neck womens kurta - blue,"Medium,Small,X-Small",1899,1139,40% off,Indianwear
varanga,womens round neck solid kurta set - grey,"X-Large,XX-Large",3399,1699,50% off,Indianwear
indya,foil print ruhani silk key hole neck womens regular fit anarkali tunic - orange,Small,2400,1200,50% off,Indianwear
indya,black banarasi short kurti - black,"Small,X-Small",1950,975,50% off,Indianwear
janasya,floral cotton round neck womens kurta palazzo set - grey,X-Small,2899,1014,65% off,Indianwear
global desi,floral cotton round neck womens casual wear suit - blue,"XL,Medium,Small",5499,3574,35% off,Indianwear
janasya,womens black poly silk kurta (jne2266) - black,"Medium,X-Small",1549,619,60% off,Indianwear
stop,womens embroidered calf length casual wear kurta - teal_green,"S,M,X-Small",1299,649,50% off,Indianwear
kami kubi,geometric cotton mandarin neck womens calf length kurta - pink,"Large,Medium,Small",1999,899,55% off,Indianwear
kami kubi,printed cotton mandarin womens regular fit kurta - grey,Medium,2299,1379,40% off,Indianwear
yuris,bandhni cotton round neck womens salwar suit - multi,"Medium,Small",3299,1319,60% off,Indianwear
global desi,geometric round neck straight womens kurta - aqua,"Small,X-Small",1999,1199,40% off,Indianwear
yuris,floral cotton round neck womens kurta set - pink,"XX-Large,XXX-Large",3999,1399,65% off,Indianwear
yuris,printed mandarin neck cotton womens kurta palazzo set - navy,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2799,1119,60% off,Indianwear
yuris,floral round neck cotton womens regular fit midi dress - multi,"Large,Small",1999,999,50% off,Indianwear
yuris,motif cotton mandarin womens regular kurta - multi,"Medium,Small,XX-Large",1599,719,55% off,Indianwear
yuris,motif cotton round neck womens salwar suit - multi,XX-Large,2799,1259,55% off,Indianwear
aurelia,printed polyester round neck womens straight kurta - blue,Small,1199,599,50% off,Indianwear
juniper,womens maroon cotton embroidered tiered dress with poly crepe lining & dori - maroon,X-Small,3299,1319,60% off,Indianwear
varanga,womens khari printed panelled straight kurta with printed tape detailing on sleeves with lime color palazzo - lime green,"Medium,Small",3199,1599,50% off,Indianwear
juniper,womens ivory net embellished flared lehenga choli with satin lining & cancan - ivory,"Large,X-Large",4798,2399,50% off,Indianwear
varanga,round neck cotton blend womens indian wear sets - peacock,Large,3199,1599,50% off,Indianwear
varanga,mandarin collar womens kurta - taupe,XX-Large,1799,809,55% off,Indianwear
varanga,gotta patti embellished cotton round neck womens regular fit kurta - mustard,"Large,Small,XX-Large",2499,624,75% off,Indianwear
ziyaa,floral round neck rayon womens ethnic set - red,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2507,1002,60% off,Indianwear
kashish,embroidered viscose blend round neck womens straight fit kurta - grey,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
juniper,embroidered cotton mandarin womens straight kurta - white,"Large,Medium,Small,X-Large",3599,1799,50% off,Indianwear
janasya,poly muslin womens kurta and pant set - pink,"Large,Medium",3598,1799,50% off,Indianwear
kami kubi,solid round neck cotton womens flared ethnic dress - green,"Large,Medium,Small,X-Small",1999,799,60% off,Indianwear
kashish,flared full length viscose blend womens festive skirt - off white,"LARGE / XL,XS / SMALL",2499,1249,50% off,Indianwear
ziyaa,printed round neck polyester womens ethnic set - grey,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",3039,1215,60% off,Indianwear
crimsoune club,printed lyocell mandarin womens kurta - pink,"Large,Medium,Small,X-Large,XX-Large",1499,1049,30% off,Indianwear
stop,womens rayon round neck a-line kurta - mustard,"S,M,L,X-Large,X-Small",999,499,50% off,Indianwear
janasya,checks round neck crepe womens calf length kurta - green,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1469,881,40% off,Indianwear
haute curry,embroidered rayon v-neck womens a-line assymetrical tunic - coral,"Large,Medium,Small,X-Large,X-Small,XX-Large",899,449,50% off,Indianwear
ziyaa,floral rayon v neck womens straight kurta - maroon,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1627,650,60% off,Indianwear
neerus,printed mulmul round neck womens a line kurta - off white,"Large,Medium,X-Large,XX-Large",2299,1379,40% off,Indianwear
suti,printed cotton round neck womens ethnic set - cream,"Large,Medium,Small,X-Large",4199,3359,20% off,Indianwear
stop,womens printed calf length casual wear kurta - pink,"S,M,L,XL,X-Small",999,499,50% off,Indianwear
ziyaa,printed round neck polyester womens ethnic set - green,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2857,1142,60% off,Indianwear
global desi,floral cotton round neck womens straight top - yellow,"XL,Large,Medium,Small,X-Small,XX-Large",1899,1519,20% off,Indianwear
aurelia,printed viscose round neck womens ethnic set - green,"Large,Medium,Small,X-Large,X-Small,XX-Large",3999,2799,30% off,Indianwear
janasya,floral silk round neck womens kurta palazzo set with dupatta - mustard,"Small,X-Small,XX-Large,XXX-Large",3098,1239,60% off,Indianwear
stop,womens solid calf length casual wear kurta - mustard,"S,M,L,XL,X-Small,XX-Large",999,499,50% off,Indianwear
ziyaa,geometric crepe mandarin womens straight kurta - black,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1750,700,60% off,Indianwear
kashish,womens art silk sleeveless straight fit choli - red,"Large,Medium,Small,X-Large,X-Small,XX-Large",1499,749,50% off,Indianwear
ziyaa,floral polyester round neck womens ethnic set - pink,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",3068,1227,60% off,Indianwear
fusion beats,womens round neck slub top - sage,"Large,Medium,Small,X-Large,XX-Large",1499,599,60% off,Indianwear
global desi,round neck straight women kurtas - indigo,"XL,Large,Medium,Small,X-Small,XX-Large",2299,1839,20% off,Indianwear
fusion beats,womens round neck printed top - black,"Large,Medium,X-Large,XX-Large",1999,799,60% off,Indianwear
aurelia,round neck straight designer womens kurtas - orange,"Large,Medium,Small,X-Large,X-Small,XX-Large",1199,839,30% off,Indianwear
ziyaa,printed polyester halter neck womens kurta palazzo set - red,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",4043,1617,60% off,Indianwear
varanga,maroon and gold polka dot embroidered anarkali kurta with dori and tassel detailing - maroon,"Large,Medium,Small,X-Large",3599,1439,60% off,Indianwear
global desi,round neck cotton women ethnic sets - off white,"Large,Medium,Small,X-Small",5699,4559,20% off,Indianwear
janasya,floral cotton round neck womens kurta palazzo set with dupatta - off white,"Small,X-Large,X-Small,XX-Large,XXX-Large",3489,1395,60% off,Indianwear
aurelia,dyed cotton womens ethnic set - yellow,"Large,Medium,Small,X-Large,XX-Large",1999,1399,30% off,Indianwear
global desi,floral round neck straight womens kurta - teal,"Medium,Small,X-Small,XX-Large",2599,1559,40% off,Indianwear
global desi,floral polyester v- neck women regular tops - pink,"Large,Medium,Small,X-Small",1599,1119,30% off,Indianwear
indya,embellished georgette scoop neck womens kurta - yellow,"Large,Medium,Small,X-Large,X-Small,XX-Large",1950,1560,20% off,Indianwear
fusion beats,womens round neck striped kurta - blush,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2299,919,60% off,Indianwear
suti,embroidered cotton round neck womens ethnic set - baby pink,"Large,Medium,Small",2999,2399,20% off,Indianwear
fusion beats,womens mandarin collar slub kurta - grey,Medium,1899,719,62% off,Indianwear
varanga,womens v-neck solid kurta set - cream,"Large,X-Large,XX-Large",2999,1649,45% off,Indianwear
janasya,womens blue cotton kurta with pant (set154) - blue,"Large,Medium,Small,X-Large,X-Small,XX-Large",2949,1474,50% off,Indianwear
global desi,geometric half sleeves viscose womens full length jumpsuit - pink,"Large,Medium,Small",3299,2639,20% off,Indianwear
